invoice_id,date,vendor,category,amount,approved_by
INV-10688,2024-12-26,Apex Office Supplies,Office Supplies,3428.45,J.Kim
INV-10103,2024-10-13,NovaTech Systems,Software Licenses,4621.18,M.Lee
INV-10421,2024-02-10,Summit Facilities Mgmt,Legal,2334.0,C.Choi
INV-10419,2024-12-12,Summit Facilities Mgmt,Logistics,1921.32,C.Choi
INV-10750,2024-12-15,Inland Legal Services,IT Services,4246.02,C.Choi
INV-10586,2024-06-13,Blue Ridge Consulting,Facilities,1195.81,C.Choi
INV-10780,2024-10-28,Titan Logistics Co.,Marketing,2121.61,S.Park
INV-10672,2024-01-18,NovaTech Systems,Software Licenses,286.38,S.Park
INV-10119,2024-04-18,Summit Facilities Mgmt,Staffing,3557.24,M.Lee
INV-10053,2024-10-26,Coastal Marketing Group,Staffing,3135.39,S.Park
INV-10151,2024-01-28,Summit Facilities Mgmt,Logistics,2469.58,M.Lee
INV-10403,2024-06-12,Coastal Marketing Group,Office Supplies,422.83,C.Choi
INV-10945,2024-08-16,Titan Logistics Co.,Office Supplies,138.37,J.Kim
INV-10207,2024-12-07,Summit Facilities Mgmt,IT Services,11610.33,C.Choi
INV-10658,2024-08-25,Blue Ridge Consulting,Marketing,9308.28,J.Kim
INV-10843,2024-08-04,Riverfront Catering,IT Services,2550.82,J.Kim
INV-10762,2024-11-22,Blue Ridge Consulting,Staffing,48633.08,M.Lee
INV-10008,2024-10-01,Apex Office Supplies,Consulting,252.28,C.Choi
INV-10807,2024-01-31,Meridian IT Solutions,Office Supplies,5795.73,J.Kim
INV-10036,2024-05-06,Riverfront Catering,Facilities,9378.78,J.Kim
INV-10452,2024-09-19,Apex Office Supplies,Catering,4064.28,C.Choi
INV-10651,2024-02-13,NovaTech Systems,Software Licenses,1244.59,J.Kim
INV-10253,2024-04-26,Inland Legal Services,Catering,16692.68,M.Lee
INV-10303,2024-12-05,Coastal Marketing Group,Office Supplies,3131.71,M.Lee
INV-10746,2024-08-30,Meridian IT Solutions,Software Licenses,486.27,M.Lee
INV-10571,2024-07-15,Meridian IT Solutions,Logistics,8174.65,C.Choi
INV-10623,2024-04-14,Summit Facilities Mgmt,Office Supplies,6068.57,M.Lee
INV-10732,2024-12-01,Inland Legal Services,Staffing,2610.84,C.Choi
INV-10891,2024-04-09,Summit Facilities Mgmt,Legal,11557.52,C.Choi
INV-10262,2024-05-22,Riverfront Catering,Software Licenses,97.79,S.Park
INV-10610,2024-03-12,Inland Legal Services,Facilities,3258.2,M.Lee
INV-10297,2024-06-24,NovaTech Systems,Consulting,2384.08,S.Park
INV-10414,2024-06-09,NovaTech Systems,Office Supplies,10225.29,C.Choi
INV-10150,2024-12-28,Meridian IT Solutions,Logistics,2265.26,S.Park
INV-10788,2024-12-04,Greenway Staffing,Consulting,376.09,J.Kim
INV-10640,2024-09-21,Meridian IT Solutions,IT Services,1336.48,C.Choi
INV-10889,2024-04-11,Titan Logistics Co.,Software Licenses,4904.13,C.Choi
INV-10550,2024-02-13,Inland Legal Services,Consulting,439.92,S.Park
INV-10886,2024-04-04,Riverfront Catering,Facilities,3058.06,M.Lee
INV-10488,2024-06-17,Summit Facilities Mgmt,Facilities,8253.79,C.Choi
INV-10147,2024-12-19,Riverfront Catering,Office Supplies,107.72,S.Park
INV-10146,2024-04-08,Blue Ridge Consulting,Legal,593.92,J.Kim
INV-10720,2024-07-30,Coastal Marketing Group,Software Licenses,548.84,S.Park
INV-10931,2024-10-03,Meridian IT Solutions,IT Services,2646.93,C.Choi
INV-10739,2024-07-27,Blue Ridge Consulting,Staffing,1112.51,M.Lee
INV-10659,2024-12-17,Titan Logistics Co.,Marketing,1587.75,J.Kim
INV-10348,2024-04-02,Inland Legal Services,Logistics,4900.48,M.Lee
INV-10463,2024-04-06,Coastal Marketing Group,Consulting,2192.03,J.Kim
INV-10325,2024-08-29,Meridian IT Solutions,Office Supplies,606.21,C.Choi
INV-10186,2024-04-07,Riverfront Catering,Software Licenses,2768.09,S.Park
INV-10123,2024-01-11,Blue Ridge Consulting,Software Licenses,512.0,S.Park
INV-10853,2024-03-02,Meridian IT Solutions,Catering,1324.8,J.Kim
INV-10608,2024-04-21,Greenway Staffing,Consulting,2332.97,J.Kim
INV-10143,2024-06-05,Inland Legal Services,Software Licenses,9221.05,M.Lee
INV-BLAW-0008,2024-07-26,Greenway Staffing,Consulting,4988.95,J.Kim
INV-10197,2024-05-15,NovaTech Systems,Legal,470.47,C.Choi
INV-10609,2024-10-28,Meridian IT Solutions,Catering,1800.9,M.Lee
INV-10279,2024-01-22,Titan Logistics Co.,Catering,1278.21,J.Kim
INV-10293,2024-01-20,Summit Facilities Mgmt,IT Services,14687.05,M.Lee
INV-10400,2024-03-14,Riverfront Catering,Facilities,81.91,C.Choi
INV-10122,2024-02-05,Coastal Marketing Group,IT Services,6390.16,J.Kim
INV-10183,2024-02-28,Blue Ridge Consulting,Staffing,653.58,J.Kim
INV-10202,2024-01-15,Meridian IT Solutions,IT Services,17294.36,M.Lee
INV-10438,2024-07-24,Riverfront Catering,Consulting,390.32,S.Park
INV-10246,2024-12-03,Greenway Staffing,Logistics,1179.15,M.Lee
INV-10415,2024-06-30,Riverfront Catering,Marketing,921.83,C.Choi
INV-10932,2024-01-23,Riverfront Catering,Logistics,2940.66,C.Choi
INV-10765,2024-04-23,Coastal Marketing Group,Legal,4953.14,S.Park
INV-10906,2024-01-21,NovaTech Systems,Facilities,103.56,C.Choi
INV-10835,2024-12-02,Meridian IT Solutions,Software Licenses,2232.31,M.Lee
INV-10887,2024-12-09,Blue Ridge Consulting,Software Licenses,1308.5,J.Kim
INV-10129,2024-11-03,Summit Facilities Mgmt,Consulting,243.84,J.Kim
INV-10637,2024-01-19,Meridian IT Solutions,Logistics,434.12,C.Choi
INV-10402,2024-03-17,NovaTech Systems,Software Licenses,8132.88,S.Park
INV-10784,2024-07-25,Meridian IT Solutions,IT Services,706.12,S.Park
INV-10770,2024-03-18,Inland Legal Services,Office Supplies,3418.57,S.Park
INV-10735,2024-07-09,NovaTech Systems,IT Services,647.16,M.Lee
INV-10913,2024-06-25,Coastal Marketing Group,Staffing,1953.65,C.Choi
INV-10219,2024-07-06,Meridian IT Solutions,Logistics,437.85,M.Lee
INV-10641,2024-05-24,Titan Logistics Co.,Marketing,2140.99,M.Lee
INV-10915,2024-11-25,Blue Ridge Consulting,Marketing,2324.17,S.Park
INV-10752,2024-06-05,Summit Facilities Mgmt,Marketing,4092.41,C.Choi
INV-10806,2024-11-28,NovaTech Systems,Office Supplies,503.78,J.Kim
INV-10919,2024-03-06,Apex Office Supplies,Software Licenses,2153.14,S.Park
INV-10624,2024-11-28,Inland Legal Services,Consulting,24716.61,M.Lee
INV-10874,2024-05-12,Greenway Staffing,Catering,390.28,C.Choi
INV-10760,2024-07-26,Summit Facilities Mgmt,Catering,226.87,J.Kim
INV-10386,2024-09-20,Meridian IT Solutions,Logistics,567.79,J.Kim
INV-DLT-N0005,2024-10-15,Delta Management Group,Management,5209.07,S.Park
INV-10509,2024-06-10,Meridian IT Solutions,IT Services,175.75,S.Park
INV-10267,2024-11-20,Titan Logistics Co.,IT Services,499.13,J.Kim
INV-10819,2024-07-25,Riverfront Catering,Facilities,17082.95,J.Kim
INV-10441,2024-01-06,Greenway Staffing,Marketing,390.45,M.Lee
INV-10496,2024-12-07,Apex Office Supplies,Software Licenses,3920.32,C.Choi
INV-10112,2024-01-04,Greenway Staffing,Legal,1908.76,M.Lee
INV-10691,2024-08-11,Meridian IT Solutions,Staffing,1286.05,M.Lee
INV-10232,2024-05-23,NovaTech Systems,IT Services,8365.74,M.Lee
INV-10869,2024-10-02,Titan Logistics Co.,Logistics,11038.94,J.Kim
INV-10607,2024-11-17,Coastal Marketing Group,Office Supplies,116.2,C.Choi
INV-10671,2024-04-05,Coastal Marketing Group,Marketing,279.76,M.Lee
INV-10373,2024-01-29,Meridian IT Solutions,Consulting,15858.95,S.Park
INV-DLT-N0014,2024-09-21,Delta Management Group,Management,5339.13,S.Park
INV-10842,2024-10-14,Titan Logistics Co.,Staffing,131.27,C.Choi
INV-10233,2024-04-30,Blue Ridge Consulting,Legal,5135.23,J.Kim
INV-10785,2024-03-08,Blue Ridge Consulting,Facilities,1188.9,J.Kim
INV-10676,2024-09-05,Coastal Marketing Group,Legal,3724.16,M.Lee
INV-10317,2024-03-23,Riverfront Catering,Facilities,6521.2,S.Park
INV-10648,2024-05-01,Blue Ridge Consulting,Catering,6893.58,C.Choi
INV-10410,2024-05-04,Meridian IT Solutions,IT Services,821.9,J.Kim
INV-10898,2024-11-16,Riverfront Catering,Consulting,5355.39,J.Kim
INV-10709,2024-10-03,Inland Legal Services,Marketing,26569.51,M.Lee
INV-10358,2024-07-06,Greenway Staffing,Catering,2417.4,M.Lee
INV-10258,2024-10-14,Greenway Staffing,Legal,628.8,J.Kim
INV-10744,2024-09-15,Coastal Marketing Group,Catering,676.99,J.Kim
INV-10627,2024-12-02,Summit Facilities Mgmt,Office Supplies,7420.11,J.Kim
INV-10632,2024-10-22,Summit Facilities Mgmt,Consulting,344.46,C.Choi
INV-10282,2024-06-15,Titan Logistics Co.,Office Supplies,24592.87,C.Choi
INV-10376,2024-11-16,Riverfront Catering,Marketing,3964.32,J.Kim
INV-10384,2024-04-14,Inland Legal Services,Legal,4762.88,S.Park
INV-10224,2024-12-10,Coastal Marketing Group,Marketing,5823.45,C.Choi
INV-BLAW-0003,2024-12-02,Riverfront Catering,Consulting,4998.83,J.Kim
INV-10814,2024-05-07,Inland Legal Services,Staffing,16685.43,M.Lee
INV-10472,2024-08-01,Riverfront Catering,Catering,462.35,S.Park
INV-10347,2024-02-12,Riverfront Catering,Catering,509.42,J.Kim
INV-10505,2024-02-12,Apex Office Supplies,Staffing,247.86,C.Choi
INV-10639,2024-03-02,Titan Logistics Co.,Logistics,3272.94,J.Kim
INV-DLT-F0005,2024-10-31,Delta Management Group,Management,69613.29,S.Park
INV-10928,2024-09-15,Blue Ridge Consulting,Catering,24242.6,S.Park
INV-10905,2024-03-22,Riverfront Catering,Office Supplies,1885.21,S.Park
INV-10619,2024-05-14,Greenway Staffing,Facilities,2211.65,J.Kim
INV-10855,2024-01-03,Greenway Staffing,Legal,227.98,C.Choi
INV-10803,2024-08-12,Meridian IT Solutions,Software Licenses,1192.67,M.Lee
INV-10645,2024-07-28,Meridian IT Solutions,IT Services,1414.52,S.Park
INV-10846,2024-12-19,Meridian IT Solutions,Marketing,538.71,S.Park
INV-10556,2024-07-26,NovaTech Systems,Office Supplies,1165.79,S.Park
INV-BLAW-0007,2024-05-21,Inland Legal Services,Consulting,9997.69,J.Kim
INV-10577,2024-08-05,NovaTech Systems,Consulting,13899.47,S.Park
INV-10795,2024-07-02,Riverfront Catering,Catering,1156.5,M.Lee
INV-10085,2024-09-18,Inland Legal Services,Consulting,5703.13,C.Choi
INV-10242,2024-05-01,Coastal Marketing Group,Software Licenses,668.47,M.Lee
INV-10698,2024-05-15,Coastal Marketing Group,Facilities,15472.49,S.Park
INV-10159,2024-01-31,Summit Facilities Mgmt,Software Licenses,12830.59,J.Kim
INV-10524,2024-06-15,Greenway Staffing,Catering,4749.14,J.Kim
INV-10035,2024-11-28,Inland Legal Services,Legal,119.0,C.Choi
INV-10540,2024-12-03,Summit Facilities Mgmt,Office Supplies,3835.76,C.Choi
INV-10170,2024-12-11,Apex Office Supplies,Software Licenses,811.95,J.Kim
INV-10654,2024-07-20,Summit Facilities Mgmt,Legal,5288.87,M.Lee
INV-10890,2024-12-09,Coastal Marketing Group,Facilities,3783.61,J.Kim
INV-10857,2024-06-03,Greenway Staffing,Staffing,646.4,M.Lee
INV-10847,2024-08-19,Riverfront Catering,Consulting,16477.81,S.Park
INV-10944,2024-12-27,Greenway Staffing,Catering,9527.84,S.Park
INV-10733,2024-07-25,Apex Office Supplies,Office Supplies,390.6,C.Choi
INV-10095,2024-05-25,Meridian IT Solutions,Logistics,2908.93,M.Lee
INV-10563,2024-08-22,Coastal Marketing Group,Software Licenses,1348.27,S.Park
INV-10240,2024-03-15,Summit Facilities Mgmt,Office Supplies,182.63,M.Lee
INV-10742,2024-04-12,Meridian IT Solutions,IT Services,1030.36,S.Park
INV-10574,2024-10-02,Apex Office Supplies,Marketing,3814.12,S.Park
INV-10690,2024-06-03,Greenway Staffing,Legal,1306.53,S.Park
INV-10460,2024-03-06,Riverfront Catering,Facilities,10596.22,J.Kim
INV-10553,2024-12-29,Titan Logistics Co.,Consulting,2273.28,J.Kim
INV-10888,2024-10-08,Riverfront Catering,Consulting,12252.17,M.Lee
INV-10206,2024-03-14,NovaTech Systems,Facilities,675.22,C.Choi
INV-10392,2024-05-03,Inland Legal Services,Facilities,3215.82,M.Lee
INV-10794,2024-11-07,Titan Logistics Co.,Facilities,3801.92,M.Lee
INV-10397,2024-07-16,Riverfront Catering,Logistics,6114.91,C.Choi
INV-10766,2024-06-18,Summit Facilities Mgmt,Legal,7907.03,M.Lee
INV-10848,2024-09-18,Riverfront Catering,Marketing,1018.45,J.Kim
INV-10217,2024-07-05,NovaTech Systems,Office Supplies,1460.98,J.Kim
INV-10004,2024-08-17,Riverfront Catering,Software Licenses,6878.06,M.Lee
INV-10768,2024-11-13,Greenway Staffing,Consulting,5224.55,C.Choi
INV-10642,2024-01-05,Titan Logistics Co.,Legal,6756.67,S.Park
INV-10929,2024-08-31,Greenway Staffing,Software Licenses,1704.16,J.Kim
INV-10612,2024-12-03,Apex Office Supplies,Marketing,533.77,S.Park
INV-10738,2024-02-15,Inland Legal Services,Facilities,25999.49,C.Choi
INV-10546,2024-02-20,Inland Legal Services,Marketing,3039.25,S.Park
INV-10725,2024-03-05,Blue Ridge Consulting,IT Services,335.63,C.Choi
INV-10683,2024-10-15,Coastal Marketing Group,Office Supplies,658.11,S.Park
INV-10098,2024-02-07,Greenway Staffing,Staffing,405.5,C.Choi
INV-10804,2024-06-24,Titan Logistics Co.,Office Supplies,1222.87,J.Kim
INV-10727,2024-02-04,Greenway Staffing,Consulting,2472.1,C.Choi
INV-10573,2024-01-16,Meridian IT Solutions,Facilities,1484.46,M.Lee
INV-10406,2024-07-07,NovaTech Systems,Legal,138.71,J.Kim
INV-10502,2024-07-26,Inland Legal Services,Staffing,513.52,S.Park
INV-10047,2024-10-03,Apex Office Supplies,IT Services,16983.3,J.Kim
INV-10032,2024-09-29,NovaTech Systems,Office Supplies,398.02,S.Park
INV-10779,2024-06-25,Blue Ridge Consulting,Marketing,12512.34,S.Park
INV-10839,2024-12-30,Riverfront Catering,Logistics,325.71,S.Park
INV-10200,2024-11-19,Greenway Staffing,Marketing,2494.91,S.Park
INV-10134,2024-10-30,NovaTech Systems,Marketing,4257.35,M.Lee
INV-10027,2024-09-16,Riverfront Catering,Consulting,587.4,M.Lee
INV-10880,2024-09-30,Apex Office Supplies,Facilities,47517.47,S.Park
INV-10230,2024-12-22,NovaTech Systems,Logistics,936.99,C.Choi
INV-10489,2024-09-12,Greenway Staffing,Logistics,974.22,M.Lee
INV-10772,2024-04-02,Coastal Marketing Group,Consulting,759.31,C.Choi
INV-10378,2024-11-05,Meridian IT Solutions,Legal,37528.73,J.Kim
INV-10288,2024-12-01,Greenway Staffing,Consulting,2328.3,S.Park
INV-10418,2024-06-27,NovaTech Systems,Logistics,5225.82,M.Lee
INV-10674,2024-03-11,Titan Logistics Co.,Catering,509.4,S.Park
INV-10391,2024-09-11,NovaTech Systems,IT Services,659.79,J.Kim
INV-10592,2024-09-10,Inland Legal Services,Marketing,651.31,M.Lee
INV-10498,2024-05-20,Apex Office Supplies,Logistics,822.17,M.Lee
INV-10138,2024-05-12,Blue Ridge Consulting,Legal,3759.97,M.Lee
INV-10062,2024-06-27,Riverfront Catering,Consulting,668.01,S.Park
INV-10471,2024-01-25,Inland Legal Services,Legal,1617.53,C.Choi
INV-10647,2024-07-11,Apex Office Supplies,Marketing,382.11,J.Kim
INV-10128,2024-11-17,Titan Logistics Co.,Facilities,8688.5,J.Kim
INV-DLT-N0009,2024-09-03,Delta Management Group,Management,4290.67,S.Park
INV-10520,2024-02-16,Coastal Marketing Group,IT Services,402.44,M.Lee
INV-10838,2024-11-04,Meridian IT Solutions,Logistics,4384.76,M.Lee
INV-SHELL-0000,2024-11-06,Alpha Business Services LLC,Consulting,873745.14,J.Kim
INV-10064,2024-11-30,Greenway Staffing,Logistics,909.16,J.Kim
INV-10812,2024-10-22,Riverfront Catering,Software Licenses,1714.67,S.Park
INV-10014,2024-03-24,Riverfront Catering,Staffing,71.89,C.Choi
INV-10156,2024-10-15,Meridian IT Solutions,Marketing,9693.37,J.Kim
INV-10040,2024-04-19,Summit Facilities Mgmt,Logistics,13587.79,S.Park
INV-10492,2024-10-04,Riverfront Catering,IT Services,8554.03,J.Kim
INV-10379,2024-11-24,Apex Office Supplies,Software Licenses,873.52,M.Lee
INV-10187,2024-07-31,Titan Logistics Co.,Legal,1693.33,M.Lee
INV-10763,2024-03-28,Riverfront Catering,Logistics,1658.3,S.Park
INV-10216,2024-11-26,Titan Logistics Co.,IT Services,186.27,M.Lee
INV-10791,2024-12-04,Apex Office Supplies,Consulting,2179.65,M.Lee
INV-10052,2024-01-30,Summit Facilities Mgmt,Software Licenses,983.16,J.Kim
INV-10878,2024-06-03,Summit Facilities Mgmt,Software Licenses,396.86,J.Kim
INV-10337,2024-11-17,Blue Ridge Consulting,Consulting,292.54,M.Lee
INV-10748,2024-03-24,Apex Office Supplies,Software Licenses,1042.77,S.Park
INV-10719,2024-12-07,Meridian IT Solutions,Consulting,381.1,J.Kim
INV-10724,2024-08-17,Titan Logistics Co.,Office Supplies,478.6,S.Park
INV-10295,2024-01-22,NovaTech Systems,Staffing,4988.86,S.Park
INV-10701,2024-06-28,NovaTech Systems,Logistics,1151.72,C.Choi
INV-10251,2024-09-28,Inland Legal Services,Marketing,1010.16,C.Choi
INV-10726,2024-08-10,Titan Logistics Co.,Facilities,410.93,S.Park
INV-10461,2024-08-25,Apex Office Supplies,Logistics,417.91,C.Choi
INV-10455,2024-12-24,Apex Office Supplies,Consulting,4651.7,J.Kim
INV-DUP-0006,2024-11-05,NovaTech Systems,Various,34200.0,M.Lee
INV-10815,2024-10-12,Inland Legal Services,Software Licenses,474.85,J.Kim
INV-10862,2024-11-12,Blue Ridge Consulting,Logistics,1896.01,C.Choi
INV-10269,2024-06-15,Meridian IT Solutions,Software Licenses,2033.81,J.Kim
INV-10201,2024-02-20,Titan Logistics Co.,Consulting,11998.65,C.Choi
INV-10161,2024-02-08,Blue Ridge Consulting,Office Supplies,3671.58,J.Kim
INV-10555,2024-03-22,Riverfront Catering,Legal,1248.02,C.Choi
INV-10729,2024-11-15,Apex Office Supplies,Software Licenses,185.25,C.Choi
INV-10401,2024-01-20,Riverfront Catering,Office Supplies,1054.23,M.Lee
INV-10702,2024-10-22,Titan Logistics Co.,Facilities,199.47,S.Park
INV-10476,2024-04-14,Inland Legal Services,Legal,3037.84,J.Kim
INV-10821,2024-03-01,NovaTech Systems,Staffing,21732.05,J.Kim
INV-10771,2024-10-18,Coastal Marketing Group,Staffing,5465.84,S.Park
INV-10105,2024-08-31,Meridian IT Solutions,Staffing,604.29,M.Lee
INV-10565,2024-06-05,Coastal Marketing Group,Consulting,1252.29,S.Park
INV-10389,2024-03-22,Greenway Staffing,Legal,5410.88,M.Lee
INV-10001,2024-12-12,Meridian IT Solutions,Logistics,351.33,J.Kim
INV-10937,2024-01-04,Blue Ridge Consulting,Software Licenses,3420.43,J.Kim
INV-DLT-F0000,2024-11-29,Delta Management Group,Management,88790.55,S.Park
INV-10561,2024-09-07,Titan Logistics Co.,Logistics,11706.05,M.Lee
INV-10080,2024-04-26,Coastal Marketing Group,Facilities,1483.7,J.Kim
INV-10205,2024-07-14,Meridian IT Solutions,Software Licenses,777.4,S.Park
INV-10034,2024-12-19,Blue Ridge Consulting,Facilities,918.32,M.Lee
INV-10775,2024-02-15,NovaTech Systems,Office Supplies,83.91,C.Choi
INV-10508,2024-02-08,Summit Facilities Mgmt,Marketing,1888.75,J.Kim
INV-10427,2024-04-12,NovaTech Systems,Marketing,13098.28,M.Lee
INV-10454,2024-01-02,Inland Legal Services,Facilities,1121.89,J.Kim
INV-10366,2024-04-12,Riverfront Catering,Office Supplies,2212.07,S.Park
INV-10091,2024-07-13,Blue Ridge Consulting,Office Supplies,15963.36,M.Lee
INV-10339,2024-09-02,NovaTech Systems,Office Supplies,229.59,S.Park
INV-10897,2024-02-11,Meridian IT Solutions,Marketing,8979.5,S.Park
INV-10564,2024-10-29,Summit Facilities Mgmt,Consulting,1341.06,S.Park
INV-10345,2024-07-23,Coastal Marketing Group,Staffing,9532.24,C.Choi
INV-10776,2024-09-01,Inland Legal Services,Catering,4870.75,J.Kim
INV-10241,2024-01-14,Meridian IT Solutions,Office Supplies,1630.66,J.Kim
INV-10013,2024-05-16,Coastal Marketing Group,Consulting,323.13,S.Park
INV-10315,2024-08-28,Summit Facilities Mgmt,Facilities,411.99,M.Lee
INV-10600,2024-01-01,Titan Logistics Co.,Facilities,860.05,C.Choi
INV-10387,2024-03-03,Coastal Marketing Group,Marketing,9784.49,C.Choi
INV-10273,2024-12-13,Inland Legal Services,Software Licenses,1824.77,C.Choi
INV-10166,2024-03-25,Meridian IT Solutions,Marketing,3788.99,M.Lee
INV-10840,2024-12-31,Blue Ridge Consulting,Marketing,1729.32,M.Lee
INV-DUP-0002,2024-06-22,Titan Logistics Co.,Various,8799.99,M.Lee
INV-10646,2024-12-21,Riverfront Catering,IT Services,159.62,M.Lee
INV-10818,2024-05-22,Blue Ridge Consulting,IT Services,1947.02,S.Park
INV-10484,2024-09-11,Summit Facilities Mgmt,Staffing,915.33,J.Kim
INV-DLT-N0013,2024-07-30,Delta Management Group,Management,6388.61,S.Park
INV-10504,2024-10-09,Inland Legal Services,Staffing,1006.69,J.Kim
INV-10831,2024-02-25,Blue Ridge Consulting,Catering,160.99,J.Kim
INV-10243,2024-01-27,Apex Office Supplies,Office Supplies,3940.96,C.Choi
INV-10566,2024-09-18,Coastal Marketing Group,Catering,1945.57,C.Choi
INV-10875,2024-08-09,NovaTech Systems,Legal,28458.17,J.Kim
INV-10562,2024-07-19,Greenway Staffing,Software Licenses,3960.05,J.Kim
INV-10686,2024-06-18,Riverfront Catering,Software Licenses,6848.41,S.Park
INV-10189,2024-09-04,Meridian IT Solutions,Legal,2806.26,M.Lee
INV-10782,2024-06-21,Riverfront Catering,Catering,10573.84,S.Park
INV-10699,2024-02-25,Titan Logistics Co.,IT Services,1530.86,J.Kim
INV-10475,2024-08-01,Apex Office Supplies,Logistics,6806.78,S.Park
INV-10681,2024-07-17,Blue Ridge Consulting,Legal,3676.31,S.Park
INV-10510,2024-12-30,Greenway Staffing,Catering,2306.33,J.Kim
INV-10058,2024-06-09,Summit Facilities Mgmt,Facilities,2436.06,M.Lee
INV-10474,2024-12-28,Blue Ridge Consulting,Office Supplies,7946.37,C.Choi
INV-10560,2024-06-15,Riverfront Catering,Facilities,2346.78,C.Choi
INV-10856,2024-06-14,Meridian IT Solutions,Software Licenses,854.81,J.Kim
INV-10747,2024-05-12,Coastal Marketing Group,Consulting,916.13,M.Lee
INV-10252,2024-02-20,Riverfront Catering,Consulting,35793.06,S.Park
INV-10021,2024-03-11,Blue Ridge Consulting,Logistics,321.89,C.Choi
INV-10313,2024-07-05,NovaTech Systems,Facilities,3759.94,C.Choi
INV-10459,2024-06-27,Riverfront Catering,Consulting,615.18,S.Park
INV-10160,2024-05-15,Blue Ridge Consulting,Consulting,4095.82,S.Park
INV-10276,2024-05-28,Meridian IT Solutions,Legal,492.29,J.Kim
INV-BLAW-0005,2024-11-10,Meridian IT Solutions,Consulting,988.52,J.Kim
INV-10191,2024-05-02,Blue Ridge Consulting,Software Licenses,949.94,C.Choi
INV-10385,2024-06-12,Coastal Marketing Group,Legal,468.9,C.Choi
INV-10805,2024-08-21,Inland Legal Services,Marketing,6526.2,C.Choi
INV-10413,2024-09-22,Apex Office Supplies,Facilities,1447.62,M.Lee
INV-10491,2024-06-29,Meridian IT Solutions,Office Supplies,1772.14,S.Park
INV-10343,2024-04-07,Apex Office Supplies,Marketing,243.0,M.Lee
INV-10769,2024-12-14,Blue Ridge Consulting,Catering,28816.8,M.Lee
INV-10308,2024-06-23,Meridian IT Solutions,Staffing,697.22,S.Park
INV-10661,2024-07-21,Blue Ridge Consulting,Logistics,233.49,J.Kim
INV-10130,2024-12-04,Coastal Marketing Group,Legal,2736.78,J.Kim
INV-10663,2024-10-08,NovaTech Systems,Facilities,5539.19,J.Kim
INV-10871,2024-12-25,Titan Logistics Co.,Catering,881.42,J.Kim
INV-10099,2024-12-22,Greenway Staffing,Catering,1463.92,C.Choi
INV-10372,2024-10-09,Meridian IT Solutions,Software Licenses,1721.83,S.Park
INV-10087,2024-10-02,Riverfront Catering,Facilities,560.46,M.Lee
INV-10458,2024-07-12,Inland Legal Services,Catering,5499.68,J.Kim
INV-10330,2024-09-12,Titan Logistics Co.,Software Licenses,1788.22,J.Kim
INV-10214,2024-04-27,Summit Facilities Mgmt,Software Licenses,294.34,M.Lee
INV-10466,2024-07-24,Blue Ridge Consulting,Staffing,745.58,S.Park
INV-10121,2024-08-28,Summit Facilities Mgmt,IT Services,162.49,J.Kim
INV-10614,2024-05-02,Apex Office Supplies,Staffing,4655.26,C.Choi
INV-10020,2024-10-25,Greenway Staffing,Catering,22605.63,M.Lee
INV-10700,2024-08-02,Inland Legal Services,Office Supplies,5620.04,C.Choi
INV-10071,2024-10-14,Riverfront Catering,IT Services,1878.14,J.Kim
INV-10106,2024-05-21,Blue Ridge Consulting,Logistics,2660.28,C.Choi
INV-10270,2024-11-12,Apex Office Supplies,IT Services,6615.34,J.Kim
INV-10860,2024-02-17,Riverfront Catering,Legal,9339.86,S.Park
INV-10435,2024-08-22,Titan Logistics Co.,Marketing,1932.72,S.Park
INV-10102,2024-03-03,Apex Office Supplies,Staffing,6374.75,S.Park
